ID	Symbols	Sites	Feature	Effect	HRD3Bvs2A_2A	HRD3Bvs2A_3B
TMEM9B-G	TMEM9B		G		0.346700828632621	-0.3467008286326229
MAP1B-P-S1378-S1389	MAP1B	S1378|S1389	P		-0.872991882042616	0.872991882042615
WNK4-P-S1217	WNK4	S1217	P		0.813247770484441	-0.813247770484443
GSX1-R	GSX1		R		-0.286546532653474	0.286546532653477
GRASP-P-S94	GRASP	S94	P		0.33666816534789	-0.336668165347889
GPR62-R	GPR62		R		0.814516830531811	-0.814516830531805
DENND4A-P-S1151	DENND4A	S1151	P		-0.7848651987503259	0.784865198750328
PHTF2-R	PHTF2		R		0.7822693672616209	-0.7822693672616179
NUP107-P-T55	NUP107	T55	P		-0.686509376189588	0.6865093761895891
TMEM51-G	TMEM51		G		-0.8087832317012241	0.8087832317012229
MET-R	MET		R		-0.398132640045655	0.398132640045654
EFCAB7-G	EFCAB7		G		0.411900740188174	-0.411900740188176
EFCAB8-G	EFCAB8		G		0.7524872916255179	-0.7524872916255179
PLEKHG3-P-S741	PLEKHG3	S741	P		-0.9172075283200508	0.917207528320052
MAP4K4-P-S519	MAP4K4	S519	P		0.88443517666844	-0.88443517666844
DDX21-P-S7	DDX21	S7	P		-0.858245462182208	0.858245462182208
TRMT112-G	TRMT112		G		-0.427992269651237	0.427992269651237
TMEM43-G	TMEM43		G		0.7945590267492929	-0.794559026749292
NFATC2-P-S757	NFATC2	S757	P		0.544710675566516	-0.544710675566516
MEF2C-R	MEF2C		R		0.883746602834315	-0.883746602834319
STX7-P-S129	STX7	S129	P		-0.8199120777322858	0.8199120777322858
BPTF-P-S1684	BPTF	S1684	P		0.331592699589763	-0.331592699589763
EEF2K-P-S470	EEF2K	S470	P		-0.286136623022874	0.286136623022874
PPP1R3G-R	PPP1R3G		R		0.341550625324601	-0.341550625324594
RBM34-P-S28	RBM34	S28	P		-0.0741120802771595	0.0741120802771595
TMEM40-G	TMEM40		G		-0.534454950346616	0.534454950346616
HEATR1-R	HEATR1		R		-0.517170588606661	0.5171705886066621
SYNPO2-P-S770	SYNPO2	S770	P		0.0504186055708474	-0.0504186055708475
RANBP3-P-S211	RANBP3	S211	P		-0.789727768758845	0.7897277687588441
BAZ1B-P-S947	BAZ1B	S947	P		-0.894452977828921	0.894452977828921
PSMA5-G	PSMA5		G		-0.209582420013562	0.209582420013562
TMTC3-R	TMTC3		R		0.0654865054094583	-0.0654865054094584
PSMA6-G	PSMA6		G		-0.4357310155093021	0.4357310155093021
MBLAC1-G	MBLAC1		G		0.9802314250111528	-0.980231425011154
PSMA3-G	PSMA3		G		-0.0846656590098949	0.0846656590098949
MBLAC2-G	MBLAC2		G		-0.7368432383383999	0.7368432383384019
PSMA4-G	PSMA4		G		-0.186734265047442	0.186734265047442
PSMA1-G	PSMA1		G		-0.430762275813006	0.430762275813008
PSMA2-G	PSMA2		G		-0.665534667588195	0.6655346675881939
TMEM33-G	TMEM33		G		0.982189745617652	-0.982189745617652
KIF1BP-G	KIF1BP		G		0.51383872709539	-0.51383872709539
CRK-R	CRK		R		0.8529214201493179	-0.852921420149324
ZHX2-R	ZHX2		R		0.8405094509409459	-0.8405094509409431
MIA3-P-S1670-S1673-S1678	MIA3	S1670|S1673|S1678	P		0.142297794191742	-0.142297794191742
PNN-P-S96-S100	PNN	S96|S100	P		0.977305559340656	-0.977305559340653
DMAC1-G	DMAC1		G		-0.937972227211484	0.937972227211484
SGK3-R	SGK3		R		0.610797870256586	-0.610797870256591
DMAC2-G	DMAC2		G		0.481564248972578	-0.481564248972578
IDUA-G	IDUA		G		0.674007733841929	-0.6740077338419279
COL11A1-G	COL11A1		G		6.12261750846539E-6	-6.12261750846544E-6
COL11A2-G	COL11A2		G		0.0918584644440119	-0.0918584644440122
CIC-P-T755-T757	CIC	T755|T757	P		-0.7986934076716371	0.7986934076716371
PSMA7-G	PSMA7		G		-0.0609752314814115	0.0609752314814115
TMEM70-G	TMEM70		G		-0.9500323170786892	0.9500323170786892
PSMB6-G	PSMB6		G		0.572971286163639	-0.5729712861636379
PSMB7-G	PSMB7		G		0.619345546208824	-0.619345546208825
PSMB4-G	PSMB4		G		-0.774684606884356	0.7746846068843549
ZDHHC16-R	ZDHHC16		R		0.448599856650229	-0.4485998566502271
PSMB5-G	PSMB5		G		0.629383616319067	-0.629383616319066
ATP2B1-P-S1139	ATP2B1	S1139	P		0.922855238174882	-0.922855238174881
PSMB2-G	PSMB2		G		-0.130303182580377	0.130303182580377
TMEM65-G	TMEM65		G		-0.458055057751469	0.45805505775147
PSMB3-G	PSMB3		G		-0.487366772484474	0.487366772484473
TMC5-P-T257	TMC5	T257	P		-0.584836195702638	0.584836195702638
TMEM67-G	TMEM67		G		0.5319455184623529	-0.5319455184623529
PSMB1-G	PSMB1		G		-0.317621336133018	0.317621336133018
TMEM68-G	TMEM68		G		-0.506576555002717	0.506576555002717
CCT4-R	CCT4		R		-0.0146309614814288	0.0146309614814287
TRMT10A-G	TRMT10A		G		0.4389006144751989	-0.4389006144751989
TRMT10C-G	TRMT10C		G		-0.542689723555237	0.542689723555237
APBA3-P-S9	APBA3	S9	P		0.7253073822246371	-0.725307382224636
MFAP1-P-S53	MFAP1	S53	P		-0.904245658888614	0.904245658888614
MDK-R	MDK		R		0.5831476168452391	-0.58314761684522
TMEM62-G	TMEM62		G		0.6735402223081021	-0.673540222308103
CFH-R	CFH		R		0.7718101924741692	-0.7718101924741652
PSMB8-G	PSMB8		G		-0.394810364649747	0.394810364649747
AIF1-R	AIF1		R		-0.523406698747652	0.523406698747656
PSMB9-G	PSMB9		G		-0.239950188110861	0.239950188110861
TMEM59-G	TMEM59		G		-0.337404887488406	0.3374048874884069
PSMC5-G	PSMC5		G		-0.7745852141021571	0.7745852141021571
PSMC6-G	PSMC6		G		0.8531031738011421	-0.853103173801141
PSMC3-G	PSMC3		G		-0.6682186949404461	0.668218694940444
PSMC4-G	PSMC4		G		-0.6451961047487271	0.6451961047487271
TULP4-R	TULP4		R		0.490144502285157	-0.49014450228516
GLI3-P-S865	GLI3	S865	P		0.153438482987326	-0.153438482987327
PSMC1-G	PSMC1		G		-0.854472148455251	0.85447214845525
PSMC2-G	PSMC2		G		-0.540351126309088	0.540351126309089
EPB41-P-S521	EPB41	S521	P		-0.860642960532439	0.860642960532438
RCN1-P-S80	RCN1	S80	P		-0.870928713622892	0.8709287136228929
KRTAP5-4-R	KRTAP5-4		R		-0.811895014613765	0.811895014613765
CPLX3-R	CPLX3		R		-0.7718101924741692	0.7718101924741652
LARP1-P-S1057	LARP1	S1057	P		-0.967411000963275	0.967411000963276
DOCK9-P-S167	DOCK9	S167	P		0.894430321250952	-0.8944303212509529
SAP30L-P-S99	SAP30L	S99	P		0.697177213244682	-0.697177213244682
PFKFB4-R	PFKFB4		R		0.486265288103741	-0.486265288103738
MTA2-P-T505	MTA2	T505	P		0.93563533865793	-0.93563533865793
SESN3-G	SESN3		G		0.5308927652655371	-0.5308927652655371
HMGN3-R	HMGN3		R		-0.239016325885528	0.239016325885541
PCF11-P-S744	PCF11	S744	P		0.67459582349066	-0.67459582349066
SESN1-G	SESN1		G		-0.723271041667723	0.723271041667722
FAM78A-R	FAM78A		R		0.930804155539722	-0.930804155539718
SRSF11-P-S474	SRSF11	S474	P		-0.956412967129777	0.956412967129778
RGCC-P-S89	RGCC	S89	P		0.4453028632116029	-0.445302863211604
KHSRP-P-S274	KHSRP	S274	P		-0.235233833320195	0.235233833320195
NOMO1-G	NOMO1		G		0.7524872916255179	-0.7524872916255179
CCDC120-P-S358	CCDC120	S358	P		0.604978780219931	-0.604978780219931
NOMO2-G	NOMO2		G		-0.910570187869948	0.910570187869948
MFSD12-R	MFSD12		R		-0.8694508037420831	0.8694508037420792
GTF3C1-P-T514	GTF3C1	T514	P		-0.7801350655647109	0.7801350655647109
UBALD1-G	UBALD1		G		0.135558100616432	-0.135558100616431
CEP170-P-S887	CEP170	S887	P		-0.688578013945521	0.688578013945521
STOX2-P-S886	STOX2	S886	P		0.94614165296645	-0.946141652966452
ARAP1-P-S1428	ARAP1	S1428	P		0.246388722701473	-0.246388722701472
FBXO39-R	FBXO39		R		-0.982022483421906	0.982022483421906
PHF12-P-S142	PHF12	S142	P		0.6315138901849631	-0.631513890184965
SQSTM1-G	SQSTM1		G		0.875327745300885	-0.875327745300885
LCN1-R	LCN1		R		0.162964641255202	-0.162964641255203
COG5-P-S197	COG5	S197	P		0.7578987813590141	-0.757898781359016
ORC2-P-S111	ORC2	S111	P		-0.4294219985701939	0.4294219985701939
GAGE12J-R	GAGE12J		R		-0.650028799652542	0.6500287996525379
BOP1-P-S573	BOP1	S573	P		-0.633646890301661	0.633646890301661
CBX6-R	CBX6		R		0.899446021461876	-0.899446021461875
ARHGEF11-P-S1518-S1520	ARHGEF11	S1518|S1520	P		-0.495410381847577	0.495410381847577
RBMXL1-P-S351	RBMXL1	S351	P		-0.793586045015496	0.793586045015497
BIN2-P-S458	BIN2	S458	P		-0.0806629499448276	0.080662949944828
TMEM26-G	TMEM26		G		0.141979791613702	-0.141979791613702
DMD-P-S3490	DMD	S3490	P		0.350272524253021	-0.35027252425302
EIF4EBP2-P-T70	EIF4EBP2	T70	P		-0.5922691672109599	0.592269167210961
EEF2K-P-S491	EEF2K	S491	P		0.368814145012063	-0.3688141450120621
ZNF609-P-S452-S453	ZNF609	S452|S453	P		0.231367695059855	-0.231367695059855
MON1A-P-S188	MON1A	S188	P		-0.951369676002378	0.9513696760023772
FAM71F2-R	FAM71F2		R		0.4900696532823301	-0.490069653282331
RNF150-R	RNF150		R		-0.818992076958202	0.8189920769581971
FCGR2A-R	FCGR2A		R		0.613093196172942	-0.6130931961729339
CPNE3-P-S243	CPNE3	S243	P		0.991953023592581	-0.991953023592581
RNASE8-R	RNASE8		R		-0.514535899425383	0.5145358994253839
IGHD4-4-R	IGHD4-4		R		-0.613093196172942	0.6130931961729339
HMBS-P-S15	HMBS	S15	P		-0.729858129572836	0.729858129572837
TMEM11-G	TMEM11		G		0.8380959289516009	-0.838095928951603
NEDD1-P-S418	NEDD1	S418	P		-0.463946630826892	0.463946630826892
TMEM19-G	TMEM19		G		0.4552495818481741	-0.455249581848173
SLC9A7-P-S694	SLC9A7	S694	P		-0.9343189053536493	0.9343189053536493
ARHGAP32-P-S952	ARHGAP32	S952	P		0.7008062880885689	-0.7008062880885699
ZNF512B-G	ZNF512B		G		-0.44792655645897	0.4479265564589689
ARHGEF40-P-S1504	ARHGEF40	S1504	P		0.278185566880463	-0.278185566880462
JCAD-P-S331	JCAD	S331	P		-0.9775283058830492	0.9775283058830492
FAM122B-P-S246	FAM122B	S246	P		0.7525626421567281	-0.752562642156727
MRPS2-R	MRPS2		R		-0.827837388940354	0.8278373889403591
LNPK-P-S194	LNPK	S194	P		0.797286274598601	-0.7972862745986
SLC39A8-R	SLC39A8		R		-0.5863749827301329	0.586374982730139
FGD5-R	FGD5		R		0.178815421411235	-0.178815421411237
PLIN1-P-S461	PLIN1	S461	P		0.6643993771347672	-0.6643993771347672
ITFG1-R	ITFG1		R		-0.812693262983653	0.812693262983654
KPNA6-P-T3	KPNA6	T3	P		-0.119015488695356	0.119015488695356
RDX-P-S532	RDX	S532	P		0.771481696267389	-0.771481696267389
NSUN5-P-T442-S444	NSUN5	T442|S444	P		-0.7089305937071508	0.7089305937071508
EVI2B-P-S294	EVI2B	S294	P		-0.852727390299351	0.852727390299351
SRSF10-P-S239	SRSF10	S239	P		-0.63316476791715	0.63316476791715
SCARF2-R	SCARF2		R		0.0216935575555793	-0.0216935575555788
LYL1-P-S260	LYL1	S260	P		0.877788095315687	-0.877788095315687
ERBIN-P-S1293	ERBIN	S1293	P		-0.8187101297758951	0.8187101297758951
TNS4-P-S350	TNS4	S350	P		0.64125241734127	-0.6412524173412709
AHNAK-P-S886	AHNAK	S886	P		0.891258779774485	-0.891258779774485
C19orf33-P-S62	C19orf33	S62	P		0.712872201234583	-0.712872201234583
TSPEAR-R	TSPEAR		R		0.278606579207986	-0.278606579207985
KIF1B-P-S1408	KIF1B	S1408	P		0.8499956583115951	-0.849995658311596
PLIN1-P-T306	PLIN1	T306	P		0.715881148862223	-0.7158811488622241
USP27X-G	USP27X		G		-0.9131841566819492	0.9131841566819492
AL391650.1-R	AL391650.1		R		0.8846848385668491	-0.884684838566846
PBOV1-R	PBOV1		R		-0.988696710099736	0.988696710099736
TRAF5-P-S19	TRAF5	S19	P		0.894452977828921	-0.894452977828921
MAN1C1-P-S164	MAN1C1	S164	P		-0.8736220675694419	0.8736220675694419
DYNC1I1-R	DYNC1I1		R		0.6170265104939511	-0.61702651049395
CHEK2-R	CHEK2		R		-0.102105999293388	0.102105999293391
WASHC2A-P-S498	WASHC2A	S498	P		-0.562174926871544	0.562174926871544
BSN-P-S108	BSN	S108	P		0.8854500081391209	-0.8854500081391209
LRWD1-P-S212	LRWD1	S212	P		-0.0888030093150619	0.0888030093150619
ABRACL-R	ABRACL		R		-0.265538128567847	0.26553812856784
NUDT12-R	NUDT12		R		0.12982095761853	-0.129820957618529
MACF1-R	MACF1		R		0.51203415897171	-0.512034158971708
IMPA1-R	IMPA1		R		-0.614353279810849	0.614353279810848
FAM171A2-P-S446	FAM171A2	S446	P		0.7563133812288759	-0.756313381228875
SPRR2B-R	SPRR2B		R		-0.1156526752137869	0.115652675213788
TAX1BP3-P-S113	TAX1BP3	S113	P		0.213750053758233	-0.213750053758233
LARP1B-P-S340-S343	LARP1B	S340|S343	P		0.5571786149452349	-0.5571786149452349
TNFAIP3-P-S573-S575	TNFAIP3	S573|S575	P		-0.731742783349894	0.731742783349894
NFIC-R	NFIC		R		0.172439527458741	-0.172439527458743
DSN1-P-S125	DSN1	S125	P		-0.6681141775783979	0.6681141775783979
PRRC2C-P-S289	PRRC2C	S289	P		-0.32251075890737	0.32251075890737
EPB41L1-P-S546-T550	EPB41L1	S546|T550	P		-0.517299462978845	0.517299462978845
CCDC137-P-S19	CCDC137	S19	P		-0.61968024614517	0.61968024614517
GLRA2-R	GLRA2		R		-0.9286674148437928	0.928667414843796
TRBV2-R	TRBV2		R		-0.367239249981477	0.3672392499814749
FAM122A-P-S143	FAM122A	S143	P		-0.7340014225552471	0.7340014225552471
CCDC140-R	CCDC140		R		-0.0345505311244984	0.0345505311244982
TOP2A-P-S1213	TOP2A	S1213	P		-0.5334599686758901	0.533459968675889
C6orf132-P-S867	C6orf132	S867	P		0.9538629508104052	-0.9538629508104042
ERRFI1-G	ERRFI1		G		-0.201931510547728	0.2019315105477269
UGT1A9-R	UGT1A9		R		-0.93363332981683	0.933633329816828
CEP170-P-T644	CEP170	T644	P		-0.9838950409944393	0.98389504099444
MAPK14-P-Y182	MAPK14	Y182	P		-0.96546922980906	0.9654692298090608
CPSF7-R	CPSF7		R		-0.9305500150987928	0.930550015098799
RPS6KA4-P-S343	RPS6KA4	S343	P		-0.8957046574726508	0.8957046574726508
KLHDC1-R	KLHDC1		R		0.0304610115252089	-0.0304610115252091
ANAPC1-P-S518	ANAPC1	S518	P		0.98269840882899	-0.98269840882899
KIF21A-G	KIF21A		G		-0.469354567270592	0.469354567270592
ZC3H13-P-S242	ZC3H13	S242	P		-0.500539887528679	0.50053988752868
KIF21B-G	KIF21B		G		-0.8445371279288499	0.8445371279288509
TAAR8-R	TAAR8		R		-0.948977522021484	0.948977522021484
ST6GAL1-G	ST6GAL1		G		-0.373239181662714	0.373239181662714
H2AB1-R	H2AB1		R		0.99591574145822	-0.9959157414582192
PRRC2A-P-T825	PRRC2A	T825	P		-0.801926649648077	0.801926649648076
RSAD2-G	RSAD2		G		-0.7553412673331991	0.7553412673332008
SFMBT1-G	SFMBT1		G		-0.243881002154403	0.243881002154403
DENND5A-P-T833	DENND5A	T833	P		0.542837659459612	-0.542837659459612
SH3GLB2-P-T188	SH3GLB2	T188	P		0.704899652901537	-0.704899652901537
RSAD1-G	RSAD1		G		-0.9294007068440308	0.9294007068440308
ZC3H11A-P-S290	ZC3H11A	S290	P		-0.154741249869673	0.154741249869674
KRT6C-P-S71	KRT6C	S71	P		-0.47973422340171	0.479734223401711
LMNB1-P-T20-S23	LMNB1	T20|S23	P		-0.233894294938543	0.233894294938543
SCMH1-R	SCMH1		R		-0.7689354094319879	0.7689354094319899
AMIGO1-R	AMIGO1		R		0.593523927161978	-0.59352392716198
MAP1S-P-T638-S640-S643	MAP1S	T638|S640|S643	P		0.902997012526713	-0.902997012526713
KIF20A-G	KIF20A		G		-0.271104699482761	0.271104699482761
LUC7L2-P-S18	LUC7L2	S18	P		-0.74208784742154	0.74208784742154
KIF20B-G	KIF20B		G		-0.298314994712737	0.298314994712738
CLASRP-P-S285	CLASRP	S285	P		-0.461582194062349	0.461582194062348
ARHGEF39-R	ARHGEF39		R		-0.4595833945256551	0.459583394525654
PLEKHG2-P-S1318	PLEKHG2	S1318	P		0.82739691701232	-0.82739691701232
SARDH-R	SARDH		R		0.48230335642567	-0.48230335642567
SRRM2-P-S2436	SRRM2	S2436	P		-0.773541923929718	0.7735419239297171
TOR2A-R	TOR2A		R		0.44373082301458	-0.44373082301458
NOM1-P-S280	NOM1	S280	P		-0.1260341810306849	0.1260341810306849
N4BP1-P-S300	N4BP1	S300	P		-0.9064110206024242	0.906411020602423
ETDA-R	ETDA		R		-0.505663453002482	0.50566345300248
PRKAG2-P-S196	PRKAG2	S196	P		0.977942759503886	-0.977942759503883
TGOLN2-G	TGOLN2		G		0.0475315509564184	-0.0475315509564184
RSF1-P-S1277-S1282	RSF1	S1277|S1282	P		-0.6028390738919499	0.6028390738919499
HDHD3-R	HDHD3		R		-0.982494850010325	0.98249485001033
SLC35G2-R	SLC35G2		R		0.554575318193748	-0.5545753181937471
LCOR-P-S128	LCOR	S128	P		-0.327388464872208	0.327388464872208
UBQLN4-P-S270	UBQLN4	S270	P		-0.967411000963275	0.967411000963276
CDH9-R	CDH9		R		-0.825566265219099	0.8255662652190999
TSTD1-R	TSTD1		R		0.7587867058244321	-0.7587867058244309
MZT2B-P-S212	MZT2B	S212	P		0.6918720317782799	-0.6918720317782779
SCML2-P-S267	SCML2	S267	P		0.376586521591002	-0.376586521591004
NEK9-P-T254	NEK9	T254	P		0.657945086633952	-0.657945086633953
NUFIP2-R	NUFIP2		R		0.265205556803286	-0.265205556803288
IGKV1-16-R	IGKV1-16		R		-0.57716976981887	0.577169769818869
SNTA1-P-S189-S193	SNTA1	S189|S193	P		0.846864698065802	-0.846864698065801
AXIN1-P-T60	AXIN1	T60	P		0.530489120097831	-0.530489120097831
MLPH-P-S524	MLPH	S524	P		0.0560735193430699	-0.0560735193430702
DNAJC6-R	DNAJC6		R		0.684146748540332	-0.6841467485403291
HACL1-R	HACL1		R		-0.249229771880672	0.24922977188067
DENND4C-P-S1672-S1676	DENND4C	S1672|S1676	P		-0.9672094823054	0.9672094823054
ZC3H11A-P-S758-S759	ZC3H11A	S758|S759	P		-0.136777227305812	0.136777227305812
NES-P-S945	NES	S945	P		-0.8862806134017259	0.8862806134017259
KIF6-R	KIF6		R		-0.281218255478348	0.281218255478344
TEX26-R	TEX26		R		0.1046264284323519	-0.1046264284323519
BSND-R	BSND		R		-0.982494850010325	0.98249485001033
PLEKHA7-P-S986	PLEKHA7	S986	P		0.7716618838872329	-0.7716618838872329
G3BP1-P-S232	G3BP1	S232	P		0.952088332024891	-0.95208833202489
LARP1B-G	LARP1B		G		0.31493400792246	-0.3149340079224589
PPFIBP1-P-S449	PPFIBP1	S449	P		0.138338815416095	-0.138338815416095
USP12-R	USP12		R		-0.571854212348625	0.571854212348624
RUFY3-P-S97	RUFY3	S97	P		-0.26011398264475	0.26011398264475
MEX3D-R	MEX3D		R		0.742549885463193	-0.7425498854631959
ROCK1-P-S1146	ROCK1	S1146	P		0.7851947411054551	-0.7851947411054531
LMNB2-P-T34	LMNB2	T34	P		-0.991279812864205	0.991279812864206
MED10-R	MED10		R		-0.7209455361775691	0.720945536177568
KRT18-P-S100	KRT18	S100	P		0.339786432557576	-0.3397864325575769
PIP5K1B-P-S405	PIP5K1B	S405	P		-0.4753081459176261	0.475308145917627
PRKRA-P-S167	PRKRA	S167	P		0.4657543294408499	-0.465754329440851
TAOK1-P-S458	TAOK1	S458	P		0.482674350766087	-0.482674350766088
TRAJ27-R	TRAJ27		R		-0.520941359465373	0.52094135946537
POC5-P-S105	POC5	S105	P		0.316317448092428	-0.316317448092428
BBX-P-S40	BBX	S40	P		0.667942044017339	-0.667942044017339
CEP152-P-S1461	CEP152	S1461	P		-0.373862100461025	0.373862100461026
ATG2A-P-S1327	ATG2A	S1327	P		-0.360898086705934	0.360898086705933
SULT1A3-R	SULT1A3		R		-0.506654320735502	0.506654320735494
CARMIL2-P-S991	CARMIL2	S991	P		0.700693383205815	-0.7006933832058171
DTD2-R	DTD2		R		-0.9697832130654748	0.96978321306548
NES-P-S1030	NES	S1030	P		-0.452716732282245	0.452716732282245
STX12-R	STX12		R		0.764685387326016	-0.764685387326014
ADAMTS1-R	ADAMTS1		R		-0.842473197754492	0.8424731977544939
OR2D2-R	OR2D2		R		-0.946860321208204	0.946860321208193
STAMBPL1-G	STAMBPL1		G		-0.891522009375842	0.891522009375842
DPM1-P-S21	DPM1	S21	P		-0.8445322436951751	0.8445322436951751
AOC1-R	AOC1		R		0.689260045361585	-0.6892600453615871
RBM3-P-S147	RBM3	S147	P		0.339526000055057	-0.339526000055057
WASHC2C-P-S15	WASHC2C	S15	P		0.512542772638269	-0.512542772638268
CDR2L-P-S179	CDR2L	S179	P		-0.963265894173447	0.963265894173448
AL354761.1-R	AL354761.1		R		0.4106481528554301	-0.410648152855433
MT2A-P-S58	MT2A	S58	P		0.4455356581817511	-0.445535658181753
NEFH-R	NEFH		R		0.613093196172942	-0.6130931961729339
KIF26B-G	KIF26B		G		0.372778101108088	-0.372778101108088
PSME2-R	PSME2		R		-0.0666119193580242	0.0666119193580242
PAPOLG-P-S508	PAPOLG	S508	P		-0.643612967196994	0.643612967196991
TRIP12-P-S309	TRIP12	S309	P		-0.855243135214213	0.855243135214213
BMP2K-P-S1107-S1111	BMP2K	S1107|S1111	P		-0.943542243948944	0.943542243948944
IL34-R	IL34		R		-0.118687962643739	0.11868796264374
SLA-P-S253	SLA	S253	P		0.698264756967187	-0.698264756967187
PAX8-P-T279	PAX8	T279	P		-0.7264190125662181	0.726419012566216
TLCD5-R	TLCD5		R		0.522933296191291	-0.522933296191289
ZNF219-P-S684	ZNF219	S684	P		0.955817297667474	-0.955817297667475
SUGP2-P-S603	SUGP2	S603	P		0.639093541690139	-0.639093541690141
TGM1-P-T21	TGM1	T21	P		0.8854500081391209	-0.8854500081391209
RIN1-P-Y36	RIN1	Y36	P		-0.401546526929931	0.401546526929932
OSTF1-G	OSTF1		G		-0.8057440934433929	0.8057440934433929
MLKL-R	MLKL		R		-0.355524008917466	0.35552400891746
CLPX-R	CLPX		R		-0.285397010786888	0.2853970107868839
CCT8-R	CCT8		R		-0.0433782100549699	0.0433782100549712
N4BP2L2-P-S5	N4BP2L2	S5	P		0.8679033456632601	-0.8679033456632601
HDLBP-P-S1236	HDLBP	S1236	P		-0.491956542102024	0.491956542102024
BMT2-R	BMT2		R		-0.299246275020226	0.299246275020226
NDUFB6-R	NDUFB6		R		-0.0450146640292218	0.045014664029222
CBLB-P-S614	CBLB	S614	P		-0.539012472836937	0.539012472836937
RBL2-P-S948-S952	RBL2	S948|S952	P		-0.969631836453872	0.969631836453873
HSPA8-R	HSPA8		R		-0.4415940088380779	0.4415940088380929
PLEKHF2-P-S247-S248	PLEKHF2	S247|S248	P		0.398075328700482	-0.398075328700482
H3-5-R	H3-5		R		-0.308795278968918	0.30879527896892
PARG-P-S197	PARG	S197	P		0.823354914888812	-0.8233549148888131
PLXND1-R	PLXND1		R		0.257879864392511	-0.257879864392512
HNRNPUL1-G	HNRNPUL1		G		-0.580330079542145	0.580330079542143
ZDHHC5-R	ZDHHC5		R		-0.6972140358032299	0.6972140358032439
HNRNPUL2-G	HNRNPUL2		G		-0.223321764840362	0.223321764840362
RBL1-P-T369	RBL1	T369	P		-0.291551463230024	0.291551463230024
NCBP3-P-S444	NCBP3	S444	P		0.849350736694615	-0.849350736694615
DAB2-P-S193	DAB2	S193	P		0.213750053758233	-0.213750053758233
PEX1-P-S1211	PEX1	S1211	P		-0.7580023831571371	0.758002383157136
RPLP0-P-S307	RPLP0	S307	P		-0.8972569754613822	0.897256975461381
RHBDF1-P-S390	RHBDF1	S390	P		0.4257196398117271	-0.4257196398117271
ATXN2-P-S478	ATXN2	S478	P		0.4278677594874629	-0.427867759487461
DYNC1LI2-P-S194	DYNC1LI2	S194	P		-0.8562444366168271	0.856244436616828
ADORA1-R	ADORA1		R		0.570285914724431	-0.570285914724422
PNMA6E-R	PNMA6E		R		0.842838134305266	-0.842838134305267
ARHGAP31-P-S629	ARHGAP31	S629	P		-0.8703870318541249	0.8703870318541249
PXN-P-S258	PXN	S258	P		0.025891857169953	-0.0258918571699533
CALHM2-G	CALHM2		G		0.9775412921998672	-0.9775412921998672
ADD1-P-S59	ADD1	S59	P		0.669058818965996	-0.669058818965996
PIGU-R	PIGU		R		-0.5427038264505429	0.542703826450537
EPS8L2-P-S570	EPS8L2	S570	P		0.989542200794557	-0.9895422007945558
IQSEC2-P-S246	IQSEC2	S246	P		0.812336678975831	-0.81233667897583
ANXA2-P-S184	ANXA2	S184	P		0.77626864690164	-0.776268646901641
ERO1A-R	ERO1A		R		-0.848062306194163	0.848062306194168
CALHM5-G	CALHM5		G		0.0016417574955613	-0.0016417574955613
CBX3-P-S97-S99	CBX3	S97|S99	P		0.48971656235215	-0.489716562352152
CALHM6-G	CALHM6		G		-0.7922526917186171	0.7922526917186171
HNRNPC-P-S226	HNRNPC	S226	P		0.788633123291253	-0.788633123291253
DEPDC1B-R	DEPDC1B		R		-0.0524503881898333	0.0524503881898322
TBC1D24-P-S480	TBC1D24	S480	P		-0.4524763427866071	0.4524763427866071
EXOC1-P-T445	EXOC1	T445	P		0.8770443635110571	-0.8770443635110559
TNS1-P-T1266	TNS1	T1266	P		0.108853884517191	-0.108853884517191
HIGD1C-R	HIGD1C		R		-0.870954416528348	0.870954416528351
KRTAP12-2-R	KRTAP12-2		R		-0.4145585261128011	0.414558526112802
DNAJC30-P-S39	DNAJC30	S39	P		0.9751690998397872	-0.9751690998397872
NUP98-P-S1786	NUP98	S1786	P		-0.894205289747528	0.8942052897475301
NME6-R	NME6		R		0.435783810448116	-0.435783810448115
USP8-P-S718	USP8	S718	P		0.8855490134512181	-0.8855490134512171
KRT8-P-S302	KRT8	S302	P		0.5350371322993069	-0.535037132299306
CABLES1-P-S109	CABLES1	S109	P		0.973222118308776	-0.973222118308776
CCNL1-P-S372	CCNL1	S372	P		-0.213540198920696	0.213540198920696
AANAT-R	AANAT		R		-0.7692702192618058	0.7692702192618052
NCBP2L-R	NCBP2L		R		0.1105310267855459	-0.110531026785545
TMEM26-R	TMEM26		R		0.129275392233868	-0.129275392233868
ATP7A-R	ATP7A		R		0.428070655488784	-0.4280706554887629
BCL6-P-S361	BCL6	S361	P		0.82739691701232	-0.82739691701232
KLHL30-R	KLHL30		R		0.779106425111043	-0.779106425111032
RABGEF1-R	RABGEF1		R		-0.9545503487951508	0.954550348795147
CC2D1B-P-S209	CC2D1B	S209	P		-0.8103091183179889	0.81030911831799
RSPH3-R	RSPH3		R		0.202254407777075	-0.202254407777075
SLC39A13-R	SLC39A13		R		0.356132117499	-0.356132117499002
PRCC-P-S241	PRCC	S241	P		0.6263766862592111	-0.6263766862592121
TRBJ2-4-R	TRBJ2-4		R		-0.0987409460316557	0.098740946031654
CCNQ-R	CCNQ		R		-0.366494749236372	0.3664947492363701
